Measured force F_X / N,Measured force F_Y / N,Measured force in axial direction F_Z / N,Measured moment/torque M_A / Nm,Measured moment/torque M_B / Nm,Measured moment/torque M_C / Nm,Actual TCP position X / mm,Actual TCP position Y / mm,Actual TCP position Z / mm,Actual TCP orientation A / °,Actual TCP orientation B / °,Actual TCP orientation C / °,Setpoint feed velocity Soll_v_f / mm/min,Actual feed velocity v_f / mm/min,Setpoint spindle speed Soll_n_sp / rpm,Actual spindle speed n_sp / rpm,Measured spindle torque M_sp / Nm,Measured spindle current I_sp / A,Setpoint force in axial direction Soll_F_Z / N,Measured current axis 1 I_a1 / A,Measured current axis 2 I_a2 / A,Measured current axis 3 I_a3 / A,Measured current axis 4 I_a4 / A,Measured current axis 5 I_a5 / A,Measured current axis 6 I_a6 / A,Measured moment/torque axis1 M_a1 / Nm,Measured moment/torque axis2 M_a2 / Nm,Measured moment/torque axis3 M_a3 / Nm,Measured moment/torque axis4 M_a4 / Nm,Measured moment/torque axis5 M_a5 / Nm,Measured moment/torque axis6 M_a6 / Nm
526.0,1310.0,6769.0,31.123,-17.036,-3.905,591.26,2321.153,-146.255,-90.0,1.09,-2.73,1500,1278.733,0,3200.207,-73961.54,10.318,0,6.709,12.22,14.053,2.586,4.221,-4.691,-3808.366,6910.477,6640.193,-321.024,579.35,-362.257
539.0,1317.0,6863.0,35.869,-15.021,-5.566,591.076,2321.281,-146.257,-90.0,1.07,-2.72,1500,1311.04,0,3200.207,-76209.89,10.632,0,6.848,11.368,14.197,2.576,4.563,-4.866,-3887.2,6428.958,6708.353,-319.781,626.282,-375.734
488.0,1341.0,6917.0,21.395,-33.09,-3.952,590.879,2321.406,-146.258,-90.0,1.05,-2.7,1500,1340.614,0,3199.616,-74620.85,10.41,0,6.856,11.509,14.368,3.05,4.319,-4.787,-3891.429,6508.171,6788.905,-378.623,592.834,-369.621
531.0,1388.0,6728.0,30.375,-17.786,-2.791,590.673,2321.541,-146.256,-90.0,1.02,-2.68,1500,1367.206,0,3198.872,-75881.75,10.586,0,7.007,11.685,14.556,2.616,4.39,-4.972,-3977.198,6607.947,6877.907,-324.754,602.587,-383.908
522.0,1372.0,6794.0,55.487,-20.389,-4.889,590.465,2321.674,-146.254,-90.0,1.0,-2.67,1500,1390.875,0,3199.844,-77938.69,10.873,0,6.581,11.623,14.886,3.028,4.762,-4.885,-3735.454,6573.059,7033.659,-375.959,653.708,-377.243
485.0,1438.0,6796.0,23.516,-25.57,-5.018,590.241,2321.807,-146.259,-90.0,0.97,-2.65,1500,1412.069,0,3199.367,-75535.38,10.538,0,6.713,11.5,14.612,2.658,4.522,-4.892,-3810.565,6503.284,6904.241,-330.022,620.784,-377.796
516.0,1476.0,6687.0,29.379,-19.935,-2.986,590.018,2321.933,-146.263,-90.0,0.94,-2.63,1500,1430.803,0,3199.94,-78145.29,10.902,0,6.923,11.474,14.697,2.575,4.831,-5.104,-3929.831,6488.621,6944.376,-319.663,663.069,-394.108
483.0,1437.0,6808.0,58.9,-29.062,-3.615,589.794,2322.062,-146.266,-90.0,0.92,-2.61,1500,1447.076,0,3200.626,-74827.46,10.439,0,6.631,11.35,14.913,2.7,5.348,-4.991,-3763.705,6418.508,7046.756,-335.172,734.154,-385.381
477.0,1520.0,6686.0,33.548,-18.914,-4.712,589.559,2322.191,-146.269,-90.0,0.89,-2.6,1500,1460.897,0,3200.092,-74055.73,10.331,0,6.785,11.841,14.878,2.469,5.163,-5.089,-3851.167,6696.093,7029.998,-306.521,708.757,-393.003
486.0,1554.0,6628.0,34.729,-9.934,-4.623,589.324,2322.311,-146.274,-90.0,0.86,-2.58,1500,1472.312,0,3201.389,-75906.05,10.589,0,6.586,11.452,14.55,2.785,5.682,-4.963,-3738.16,6476.317,6875.09,-345.768,779.973,-383.208
421.0,1525.0,6775.0,50.255,-30.876,-2.703,589.081,2322.433,-146.282,-90.0,0.84,-2.56,1500,1481.374,0,3200.035,-72913.32,10.172,0,6.672,10.941,14.942,2.827,5.851,-5.046,-3787.22,6187.44,7060.134,-350.919,803.21,-389.615
449.0,1597.0,6635.0,36.377,-6.37,-4.758,588.831,2322.552,-146.284,-90.0,0.81,-2.54,1500,1488.138,0,3199.749,-76206.85,10.631,0,6.45,11.918,15.21,2.534,5.729,-5.015,-3661.019,6739.914,7187.018,-314.631,786.453,-387.222
441.0,1589.0,6681.0,49.337,-0.163,-6.327,588.578,2322.668,-146.291,-90.0,0.78,-2.52,1500,1492.719,0,3199.31,-75638.69,10.552,0,6.404,10.863,14.892,2.978,6.172,-4.991,-3635.305,6143.282,7036.757,-369.684,847.262,-385.381
353.0,1625.0,6704.0,36.99,-33.174,-3.028,588.316,2322.786,-146.298,-90.01,0.75,-2.5,1500,1495.351,0,3198.548,-76155.2,10.624,0,6.143,11.976,14.801,2.623,6.139,-4.779,-3486.942,6772.779,6993.665,-325.582,842.745,-369.032
378.0,1651.0,6544.0,51.811,-10.841,-4.054,588.05,2322.905,-146.303,-90.01,0.72,-2.48,1500,1496.28,0,3199.654,-78825.88,10.997,0,6.056,12.216,14.932,2.272,6.366,-4.965,-3437.375,6908.285,7055.628,-282.073,873.837,-383.429
367.0,1641.0,6672.0,61.953,-6.774,-5.597,587.779,2323.015,-146.314,-90.01,0.69,-2.46,1500,1496.289,0,3199.577,-75574.88,10.543,0,5.861,11.248,14.75,2.597,6.404,-5.04,-3326.907,6361.036,6969.584,-322.445,879.008,-389.174
292.0,1697.0,6707.0,33.053,-27.652,-3.927,587.504,2323.123,-146.32,-90.01,0.67,-2.44,1500,1496.289,0,3200.016,-77115.3,10.758,0,5.765,12.244,15.06,2.415,6.201,-4.974,-3272.603,6924.128,7116.042,-299.773,851.254,-384.092
315.0,1721.0,6551.0,43.715,-5.483,-3.293,587.233,2323.229,-146.327,-90.01,0.64,-2.42,1500,1496.289,0,3200.397,-75684.26,10.559,0,5.756,11.044,15.303,2.201,6.732,-4.875,-3267.19,6245.755,7231.096,-273.193,924.107,-376.433
275.0,1686.0,6669.0,71.0,-15.594,-3.979,586.962,2323.327,-146.333,-90.01,0.61,-2.4,1500,1496.289,0,3200.817,-74617.81,10.41,0,5.567,11.778,15.028,2.548,6.92,-4.763,-3160.105,6660.532,7100.833,-316.288,949.831,-367.817
244.0,1753.0,6645.0,38.548,-13.788,-4.709,586.681,2323.428,-146.344,-90.01,0.58,-2.38,1500,1496.289,0,3200.207,-75988.09,10.601,0,5.83,11.653,15.007,2.134,6.914,-4.947,-3309.313,6590.082,7090.834,-264.906,949.111,-382.03
269.0,1781.0,6578.0,39.275,1.274,-4.47,586.402,2323.525,-146.35,-90.01,0.55,-2.36,1500,1496.289,0,3200.645,-75140.41,10.483,0,5.48,11.505,15.316,1.867,7.097,-4.886,-3110.707,6505.98,7237.011,-231.815,974.115,-377.28
202.0,1743.0,6741.0,60.43,-22.357,-2.494,586.116,2323.613,-146.36,-90.01,0.52,-2.34,1500,1496.289,0,3199.616,-75851.37,10.582,0,5.527,11.319,14.954,2.354,7.085,-4.925,-3137.436,6400.812,7066.19,-292.195,972.544,-380.299
213.0,1805.0,6590.0,46.82,-4.507,-5.297,585.836,2323.698,-146.364,-90.01,0.49,-2.32,1500,1496.289,0,3199.921,-76100.51,10.617,0,5.394,12.308,15.401,2.09,7.306,-4.83,-3061.986,6960.533,7277.287,-259.4,1002.85,-372.935
220.0,1823.0,6605.0,49.21,7.359,-6.22,585.551,2323.784,-146.372,-90.01,0.46,-2.3,1500,1496.289,0,3199.654,-76620.06,10.689,0,5.084,11.114,15.357,1.958,7.389,-4.873,-2885.71,6285.024,7256.445,-243.121,1014.24,-376.286
123.0,1803.0,6751.0,47.077,-26.069,-3.461,585.264,2323.859,-146.38,-90.01,0.43,-2.28,1500,1496.289,0,3198.967,-77282.41,10.782,0,5.109,12.513,15.173,2.145,7.596,-4.722,-2899.921,7076.151,7169.415,-266.326,1042.648,-364.65
164.0,1849.0,6572.0,50.592,0.3,-3.844,584.975,2323.935,-146.387,-90.01,0.41,-2.27,1500,1496.289,0,3199.73,-76978.58,10.739,0,5.166,11.9,15.801,1.71,7.508,-4.915,-2932.571,6729.801,7466.416,-212.339,1030.604,-379.563
143.0,1834.0,6696.0,61.963,5.025,-6.85,584.676,2324.002,-146.396,-90.02,0.38,-2.25,1500,1496.289,0,3199.539,-78464.31,10.946,0,5.041,11.394,15.427,1.622,7.261,-4.695,-2861.181,6443.452,7289.539,-201.387,996.697,-362.551
59.0,1866.0,6755.0,31.628,-22.898,-3.915,584.387,2324.063,-146.401,-90.02,0.35,-2.23,1500,1496.289,0,3199.825,-77030.23,10.746,0,5.027,12.768,15.42,1.839,7.608,-4.737,-2853.568,7220.253,7286.441,-228.263,1044.284,-365.755
101.0,1883.0,6579.0,49.255,4.478,-3.356,584.095,2324.129,-146.409,-90.02,0.32,-2.21,1500,1496.289,0,3199.634,-77194.3,10.769,0,4.948,11.862,15.741,1.516,7.666,-4.845,-2808.399,6708.229,7438.109,-188.187,1052.335,-374.113
56.0,1828.0,6769.0,73.102,-7.246,-4.504,583.802,2324.184,-146.417,-90.02,0.29,-2.19,1500,1496.289,0,3200.664,-77297.6,10.784,0,4.617,11.819,15.223,1.53,7.957,-4.774,-2620.62,6683.958,7192.933,-189.962,1092.263,-368.664
22.0,1899.0,6717.0,38.522,-11.257,-5.756,583.508,2324.234,-146.424,-90.02,0.26,-2.17,1500,1496.289,0,3201.122,-74794.04,10.434,0,4.731,12.595,15.551,1.606,7.812,-4.697,-2685.243,7122.837,7348.263,-199.375,1072.299,-362.735
53.0,1931.0,6637.0,38.245,11.88,-4.867,583.214,2324.28,-146.43,-90.02,0.23,-2.15,1500,1496.289,0,3200.15,-77847.54,10.86,0,4.574,11.842,15.869,1.367,7.93,-4.659,-2596.26,6696.599,7498.383,-169.717,1088.467,-359.753
-23.0,1862.0,6843.0,61.991,-11.141,-3.292,582.919,2324.327,-146.439,-90.02,0.2,-2.13,1500,1496.289,0,3200.111,-76094.43,10.616,0,4.433,11.924,15.352,1.291,8.35,-4.809,-2516.073,6743.116,7254.192,-160.305,1146.199,-371.315
-25.0,1931.0,6672.0,41.318,2.968,-5.821,582.622,2324.364,-146.443,-90.02,0.17,-2.11,1500,1496.289,0,3199.158,-76908.7,10.729,0,4.478,12.655,15.888,1.067,7.859,-4.766,-2541.618,7156.376,7507.396,-132.423,1078.779,-368.038
-15.0,1925.0,6722.0,46.537,16.372,-6.798,582.325,2324.4,-146.45,-90.02,0.15,-2.09,1500,1496.289,0,3199.634,-79706.98,11.12,0,4.413,11.309,15.92,1.06,8.199,-4.78,-2504.907,6395.587,7522.604,-131.594,1125.384,-369.142
-115.0,1897.0,6856.0,50.952,-17.582,-3.736,582.023,2324.429,-146.455,-90.02,0.12,-2.07,1500,1496.289,0,3199.1,-77689.55,10.838,0,4.252,12.925,15.733,0.925,8.083,-4.619,-2413.386,7309.073,7433.885,-114.842,1109.543,-356.66
-78.0,1944.0,6635.0,49.282,10.219,-4.828,581.719,2324.451,-146.461,-90.02,0.09,-2.05,1500,1496.289,0,3199.463,-80691.39,11.257,0,4.261,12.201,16.045,0.71,7.875,-4.826,-2418.461,6899.69,7581.329,-88.144,1080.939,-372.677
-89.0,1925.0,6815.0,59.87,9.313,-6.839,581.422,2324.476,-146.466,-90.02,0.06,-2.03,1500,1496.289,0,3199.787,-78224.29,10.913,0,3.972,11.815,16.06,0.767,8.379,-4.664,-2254.535,6681.599,7588.511,-95.188,1150.192,-360.121
-178.0,1942.0,6879.0,36.726,-15.072,-3.745,581.119,2324.493,-146.473,-90.03,0.03,-2.01,1500,1496.289,0,3200.245,-78099.72,10.896,0,3.885,12.72,16.023,0.571,8.079,-4.657,-2205.137,7193.455,7571.33,-70.918,1108.954,-359.605
-138.0,1972.0,6644.0,43.628,14.084,-4.069,580.824,2324.507,-146.475,-90.03,0.0,-1.99,1500,1496.289,0,3200.588,-79740.41,11.124,0,3.962,12.32,16.245,0.387,8.459,-4.557,-2248.783,6967.106,7676.104,-48.068,1161.188,-351.91
-177.0,1907.0,6844.0,76.279,8.172,-5.219,580.525,2324.509,-146.484,-90.03,-0.03,-1.98,1500,1496.289,0,3200.092,-76550.18,10.679,0,3.648,11.653,15.932,0.61,8.391,-4.64,-2070.816,6590.082,7528.238,-75.772,1151.763,-358.28
-240.0,1961.0,6839.0,34.215,-6.34,-5.324,580.22,2324.513,-146.488,-90.03,-0.06,-1.96,1500,1496.289,0,3200.626,-78370.13,10.933,0,3.756,13.205,15.97,0.265,8.261,-4.663,-2132.225,7467.669,7546.263,-32.854,1133.958,-360.047
-201.0,1996.0,6701.0,33.641,19.809,-4.366,579.928,2324.514,-146.494,-90.03,-0.08,-1.94,1500,1496.289,0,3200.168,-77094.04,10.755,0,3.556,11.377,16.312,-0.018,8.844,-4.62,-2018.712,6433.677,7707.508,2.19,1214.011,-356.77
-261.0,1912.0,6920.0,69.576,-3.084,-4.69,579.625,2324.507,-146.499,-90.03,-0.11,-1.92,1500,1496.289,0,3200.302,-78093.64,10.895,0,3.563,12.262,15.834,0.173,8.596,-4.624,-2022.433,6934.409,7482.047,-21.429,1179.909,-357.065
-280.0,1990.0,6732.0,34.317,8.883,-6.705,579.33,2324.499,-146.502,-90.03,-0.14,-1.9,1500,1496.289,0,3199.1,-79521.65,11.094,0,3.5,13.079,16.309,-0.196,8.75,-4.46,-1986.569,7396.377,7706.382,24.271,1201.051,-344.361
-266.0,2010.0,6725.0,38.165,29.211,-6.016,579.024,2324.481,-146.508,-90.03,-0.17,-1.88,1500,1496.289,0,3200.035,-78045.02,10.888,0,3.432,11.39,15.92,-0.247,8.365,-4.707,-1947.998,6441.092,7522.464,30.723,1148.293,-363.509
-361.0,1931.0,6931.0,56.552,-8.81,-3.538,578.719,2324.457,-146.513,-90.03,-0.2,-1.86,1500,1496.289,0,3200.016,-79749.52,11.126,0,3.172,12.724,15.979,-0.145,8.547,-4.539,-1800.651,7195.309,7550.347,17.996,1173.232,-350.51
-335.0,1990.0,6698.0,38.332,20.902,-5.261,578.421,2324.433,-146.517,-90.03,-0.23,-1.84,1500,1496.289,0,3199.348,-80390.6,11.215,0,3.152,12.792,16.159,-0.418,8.534,-4.689,-1788.978,7233.736,7635.406,51.916,1171.465,-362.109
-344.0,1972.0,6813.0,51.489,26.135,-7.269,578.118,2324.401,-146.523,-90.04,-0.26,-1.82,1500,1496.289,0,3199.482,-80709.63,11.26,0,2.967,11.378,15.997,-0.46,8.427,-4.507,-1683.923,6434.52,7558.938,57.066,1156.737,-348.043
-439.0,1955.0,6902.0,41.868,-10.605,-4.267,577.823,2324.37,-146.526,-90.04,-0.29,-1.8,1500,1496.289,0,3199.31,-81165.37,11.323,0,2.817,13.175,15.995,-0.589,8.784,-4.668,-1599.0,7450.647,7557.67,73.167,1205.698,-360.452
-398.0,1995.0,6643.0,37.58,29.855,-3.948,577.519,2324.331,-146.531,-90.04,-0.32,-1.78,1500,1496.289,0,3200.359,-78780.3,10.99,0,2.943,12.53,16.222,-0.814,8.312,-4.611,-1670.39,7085.926,7665.401,101.049,1140.897,-356.07
-425.0,1922.0,6892.0,65.64,18.404,-6.237,577.22,2324.287,-146.539,-90.04,-0.35,-1.76,1500,1496.289,0,3200.607,-80302.49,11.203,0,2.617,11.524,15.676,-0.88,8.766,-4.643,-1485.317,6516.767,7407.128,109.218,1203.342,-358.501
-500.0,1958.0,6870.0,30.126,-0.212,-5.554,576.927,2324.244,-146.541,-90.04,-0.37,-1.74,1500,1496.289,0,3200.931,-78057.18,10.89,0,2.736,13.486,16.173,-1.063,8.7,-4.518,-1553.154,7626.603,7642.024,131.95,1194.178,-348.853
-461.0,1993.0,6685.0,27.35,29.756,-4.005,576.631,2324.189,-146.546,-90.04,-0.4,-1.73,1500,1496.289,0,3200.111,-78087.56,10.894,0,2.532,11.905,15.927,-1.066,8.813,-4.465,-1437.273,6732.498,7525.703,132.305,1209.756,-344.766
-501.0,1900.0,6914.0,73.394,9.204,-4.79,576.341,2324.135,-146.553,-90.04,-0.43,-1.71,1500,1496.289,0,3200.702,-79618.87,11.107,0,2.459,12.172,15.865,-1.114,9.141,-4.698,-1395.657,6883.51,7496.552,138.343,1254.725,-362.772
-530.0,1984.0,6750.0,28.277,21.801,-6.549,576.043,2324.073,-146.556,-90.04,-0.46,-1.69,1500,1496.289,0,3200.55,-76753.74,10.708,0,2.384,13.068,16.124,-1.511,8.565,-4.675,-1353.364,7389.973,7618.647,187.595,1175.654,-360.968
-517.0,2006.0,6766.0,27.033,31.233,-5.98,575.753,2324.008,-146.562,-90.04,-0.49,-1.67,1500,1496.289,0,3199.825,-80068.54,11.17,0,2.353,11.787,16.17,-1.296,9.081,-4.717,-1335.77,6665.925,7640.616,160.897,1246.477,-364.208
-595.0,1921.0,6940.0,61.28,2.034,-4.057,575.461,2323.937,-146.568,-90.04,-0.52,-1.65,1500,1496.289,0,3200.436,-78333.66,10.928,0,2.147,12.23,15.978,-1.482,8.968,-4.541,-1218.873,6916.375,7550.065,183.924,1230.964,-350.621
-582.0,1998.0,6649.0,28.23,35.967,-6.276,575.168,2323.865,-146.569,-90.05,-0.55,-1.63,1500,1496.289,0,3199.12,-78120.98,10.898,0,2.215,13.412,16.146,-1.923,8.767,-4.677,-1257.444,7584.468,7629.491,238.681,1203.473,-361.152
-594.0,1971.0,6833.0,45.136,29.336,-7.134,574.883,2323.786,-146.577,-90.05,-0.58,-1.61,1500,1496.289,0,3200.188,-80837.23,11.277,0,2.002,11.22,16.165,-1.813,9.154,-4.684,-1136.487,6345.193,7638.222,225.125,1256.557,-361.667
-676.0,1910.0,6950.0,47.661,0.182,-4.726,574.591,2323.705,-146.581,-90.05,-0.61,-1.59,1500,1496.289,0,3199.577,-78558.5,10.96,0,2.016,13.446,16.14,-1.913,8.961,-4.615,-1144.1,7603.681,7626.393,237.438,1230.113,-356.402
-636.0,1974.0,6651.0,19.874,36.062,-5.067,574.306,2323.621,-146.586,-90.05,-0.63,-1.57,1500,1496.289,0,3198.795,-83198.0,11.607,0,1.891,12.507,16.091,-2.443,9.13,-4.707,-1073.556,7072.949,7603.157,303.265,1253.219,-363.472
-662.0,1884.0,6927.0,66.392,21.502,-6.593,574.022,2323.53,-146.592,-90.05,-0.66,-1.55,1500,1496.289,0,3198.681,-81684.92,11.396,0,1.737,11.925,16.311,-2.173,9.202,-4.62,-985.926,6743.959,7707.368,269.819,1263.103,-356.733
-722.0,1911.0,6887.0,31.436,14.666,-6.609,573.734,2323.432,-146.595,-90.05,-0.69,-1.53,1500,1496.289,0,3199.406,-81973.56,11.436,0,1.686,13.273,15.959,-2.283,9.05,-4.649,-956.828,7506.265,7540.912,283.434,1242.288,-359.016
-704.0,1966.0,6709.0,10.21,32.751,-4.841,573.449,2323.334,-146.6,-90.05,-0.72,-1.51,1500,1496.289,0,3199.616,-84905.52,11.845,0,1.465,12.617,15.905,-2.565,9.127,-4.613,-831.811,7134.972,7515.282,318.42,1252.892,-356.218
-741.0,1832.0,7034.0,73.201,14.888,-4.996,573.166,2323.224,-146.609,-90.05,-0.75,-1.49,1500,1496.289,0,3199.31,-82711.87,11.539,0,1.447,11.577,16.187,-2.432,9.124,-4.702,-821.323,6546.936,7648.784,301.904,1252.434,-363.067
-775.0,1912.0,6810.0,20.107,30.436,-7.703,572.887,2323.117,-146.608,-90.05,-0.78,-1.47,1500,1496.289,0,3200.092,-83371.18,11.631,0,1.398,13.985,15.981,-2.678,9.064,-4.563,-793.41,7908.907,7551.474,332.508,1244.186,-352.315
-778.0,1949.0,6782.0,8.756,35.013,-6.564,572.61,2323.009,-146.615,-90.06,-0.81,-1.46,1500,1496.289,0,3200.817,-81940.14,11.431,0,1.177,11.273,16.222,-2.962,9.208,-4.388,-667.885,6375.025,7665.12,367.73,1263.954,-338.801
-828.0,1798.0,7078.0,66.166,19.046,-4.997,572.333,2322.892,-146.618,-90.06,-0.84,-1.44,1500,1496.289,0,3200.626,-82988.35,11.578,0,1.094,13.213,16.124,-3.111,9.322,-4.614,-621.025,7472.052,7619.07,386.141,1279.598,-356.291
-837.0,1893.0,6729.0,16.964,36.792,-6.391,572.054,2322.771,-146.621,-90.06,-0.87,-1.42,1500,1496.289,0,3199.806,-83535.25,11.654,0,1.234,13.03,16.186,-3.277,8.869,-4.488,-700.366,7368.568,7648.08,406.86,1217.415,-346.534
-840.0,1874.0,6899.0,26.242,40.232,-7.776,571.775,2322.647,-146.626,-90.06,-0.89,-1.4,1500,1496.289,0,3200.798,-81648.46,11.391,0,0.834,11.761,16.113,-3.407,8.9,-4.553,-473.17,6651.093,7613.859,422.902,1221.735,-351.541
-910.0,1786.0,7081.0,45.146,17.218,-5.292,571.5,2322.519,-146.629,-90.06,-0.92,-1.38,1500,1496.289,0,3200.684,-82228.78,11.472,0,0.879,13.329,15.788,-3.566,9.01,-4.369,-498.884,7537.614,7460.078,442.674,1236.79,-337.365
-902.0,1859.0,6714.0,18.405,35.327,-4.836,571.231,2322.388,-146.63,-90.06,-0.95,-1.36,1500,1496.289,0,3200.684,-80627.59,11.248,0,0.678,13.212,16.183,-3.887,8.928,-4.51,-384.694,7471.546,7646.531,482.513,1225.466,-348.227
-914.0,1793.0,6978.0,44.948,42.715,-6.796,570.962,2322.252,-146.637,-90.06,-0.98,-1.34,1500,1496.289,0,3200.951,-80931.42,11.291,0,0.569,11.36,16.15,-3.702,9.004,-4.674,-323.116,6423.901,7631.322,459.604,1235.939,-360.931
-1000.0,1769.0,7055.0,25.69,20.398,-5.867,570.694,2322.114,-146.637,-90.06,-1.01,-1.32,1500,1496.289,0,3199.844,-81153.22,11.322,0,0.339,14.468,15.769,-4.174,8.971,-4.532,-192.685,8181.773,7451.206,518.149,1231.488,-349.958
-989.0,1827.0,6741.0,11.091,37.524,-4.838,570.425,2321.972,-146.641,-90.07,-1.04,-1.3,1500,1496.289,0,3200.15,-80569.86,11.24,0,0.45,12.257,16.315,-4.568,8.567,-4.595,-255.617,6931.207,7709.339,567.046,1175.981,-354.819
-1003.0,1706.0,7066.0,58.05,45.208,-5.668,570.162,2321.821,-146.645,-90.07,-1.07,-1.28,1500,1496.289,0,3199.596,-83313.45,11.623,0,0.196,12.633,15.626,-4.375,8.989,-4.435,-111.483,7144.073,7383.329,543.071,1233.844,-342.446
-1076.0,1732.0,7005.0,10.845,23.513,-7.331,569.904,2321.675,-146.647,-90.07,-1.1,-1.26,1500,1496.289,0,3198.681,-83671.98,11.673,0,0.217,13.724,15.767,-4.756,8.869,-4.525,-122.987,7761.266,7450.361,590.429,1217.415,-349.406
-1051.0,1764.0,6831.0,5.316,42.769,-7.219,569.644,2321.517,-146.649,-90.07,-1.12,-1.25,1500,1496.289,0,3198.356,-84534.85,11.793,0,0.055,12.326,16.007,-5.127,8.545,-4.518,-31.127,6970.645,7563.585,636.425,1172.97,-348.89
-1085.0,1636.0,7083.0,54.856,41.916,-4.621,569.383,2321.358,-146.655,-90.07,-1.15,-1.23,1500,1496.289,0,3199.692,-85935.52,11.989,0,-0.066,12.408,15.328,-4.905,8.741,-4.522,37.725,7016.657,7242.644,608.898,1199.873,-349.222
-1134.0,1678.0,6911.0,7.281,33.556,-6.672,569.123,2321.192,-146.652,-90.07,-1.18,-1.21,1500,1496.289,0,3200.436,-83106.85,11.594,0,-0.249,14.585,15.546,-5.241,8.063,-4.518,141.596,8248.178,7345.728,650.573,1106.794,-348.853
-1105.0,1673.0,6950.0,14.222,49.729,-8.774,568.867,2321.025,-146.659,-90.07,-1.21,-1.19,1500,1496.289,0,3199.902,-87017.15,12.14,0,-0.328,11.45,15.711,-5.454,8.187,-4.293,186.088,6475.306,7423.604,677.093,1123.813,-331.51
-1172.0,1575.0,7146.0,31.529,37.275,-5.118,568.621,2320.848,-146.659,-90.08,-1.24,-1.17,1500,1496.289,0,3199.768,-84671.58,11.812,0,-0.538,13.807,14.93,-5.325,8.426,-4.489,305.522,7807.952,7054.501,660.991,1156.672,-346.644
-1188.0,1620.0,6818.0,9.576,41.168,-5.695,568.372,2320.675,-146.658,-90.08,-1.27,-1.15,1500,1496.289,0,3200.073,-83611.21,11.664,0,-0.409,13.532,15.547,-5.789,7.893,-4.569,231.933,7652.221,7346.292,718.649,1083.427,-352.83
-1169.0,1555.0,7041.0,37.384,58.893,-8.175,568.13,2320.499,-146.662,-90.08,-1.3,-1.13,1500,1496.289,0,3201.904,-83592.98,11.662,0,-0.712,12.274,15.33,-6.041,8.276,-4.648,404.148,6941.15,7243.771,749.905,1136.053,-358.943
-1262.0,1536.0,7134.0,10.408,26.881,-5.506,567.885,2320.316,-146.665,-90.08,-1.33,-1.11,1500,1496.289,0,3201.732,-79242.12,11.055,0,-0.708,13.416,15.155,-6.13,7.788,-4.541,401.949,7586.659,7161.106,761.034,1069.026,-350.658
-1251.0,1572.0,6824.0,1.459,43.729,-5.695,567.643,2320.129,-146.663,-90.08,-1.36,-1.09,1500,1496.289,0,3202.019,-80800.77,11.272,0,-0.958,13.397,15.465,-6.392,7.648,-4.429,543.714,7576.209,7307.564,793.533,1049.848,-342.004
-1236.0,1466.0,7084.0,47.742,60.151,-6.419,567.416,2319.942,-146.667,-90.08,-1.39,-1.07,1500,1496.289,0,3201.084,-77695.63,10.839,0,-0.909,12.023,15.176,-6.425,8.341,-4.66,515.97,6799.071,7171.105,797.558,1144.955,-359.826
-1327.0,1501.0,7038.0,1.389,26.236,-6.332,567.184,2319.746,-146.666,-90.08,-1.41,-1.05,1500,1496.289,0,3200.493,-78130.1,10.9,0,-1.1,14.534,15.173,-6.672,7.613,-4.439,624.577,8219.189,7169.415,828.222,1045.069,-342.814
-1306.0,1520.0,6891.0,-1.669,47.999,-7.035,566.958,2319.552,-146.669,-90.08,-1.44,-1.04,1500,1496.289,0,3200.226,-80861.54,11.281,0,-0.996,11.962,15.296,-6.961,7.932,-4.564,565.537,6764.521,7227.435,864.096,1088.859,-352.425
-1317.0,1408.0,7141.0,40.34,53.531,-5.136,566.734,2319.347,-146.672,-90.09,-1.47,-1.02,1500,1496.289,0,3198.872,-78898.79,11.007,0,-1.356,13.02,15.083,-6.743,7.872,-4.55,769.726,7362.838,7126.745,837.102,1080.547,-351.32
-1380.0,1456.0,6949.0,-3.392,35.054,-6.292,566.504,2319.143,-146.671,-90.09,-1.5,-1.0,1500,1496.289,0,3199.367,-81332.48,11.347,0,-1.348,13.828,15.108,-7.159,7.255,-4.536,765.158,7819.75,7138.574,888.721,995.847,-350.289
-1346.0,1444.0,6949.0,7.238,60.272,-8.974,566.291,2318.938,-146.673,-90.09,-1.53,-0.98,1500,1496.289,0,3199.577,-79986.51,11.159,0,-1.348,12.125,15.125,-7.504,7.829,-4.709,764.989,6856.543,7146.601,931.521,1074.721,-363.656
-1390.0,1344.0,7171.0,27.842,43.889,-5.083,566.073,2318.725,-146.677,-90.09,-1.56,-0.96,1500,1496.289,0,3199.768,-80220.45,11.191,0,-1.45,13.099,14.567,-7.297,7.518,-4.441,823.184,7407.332,6883.117,905.888,1031.913,-342.962
-1416.0,1386.0,6886.0,-4.255,40.172,-5.672,565.856,2318.509,-146.674,-90.09,-1.59,-0.94,1500,1496.289,0,3199.692,-81745.69,11.404,0,-1.605,13.952,14.959,-7.562,7.102,-4.555,910.814,7890.199,7068.162,938.743,974.901,-351.725
-1381.0,1330.0,7069.0,23.674,68.645,-8.935,565.648,2318.292,-146.677,-90.09,-1.62,-0.92,1500,1496.289,0,3200.188,-80047.27,11.167,0,-1.645,12.237,14.589,-7.777,7.413,-4.434,933.99,6920.251,6893.679,965.44,1017.512,-342.373
